ema_span,vol_window,vol_mult,min_half_spread,inv_skew,pnl,sharpe,max_dd,final_pos
30,5,2.0,8.0,0.0,0.0,0.0,0.0,0
30,5,2.0,8.0,0.5,0.0,0.0,0.0,0
20,20,0.5,8.0,1.0,0.0,0.0,0.0,0
20,20,0.5,8.0,2.0,0.0,0.0,0.0,0
30,20,3.0,5.0,0.0,0.0,0.0,0.0,0
20,20,1.0,8.0,0.0,0.0,0.0,0.0,0
5,5,2.0,2.0,2.0,0.0,0.0,0.0,0
30,20,3.0,5.0,0.5,0.0,0.0,0.0,0
30,20,3.0,5.0,1.0,0.0,0.0,0.0,0
30,20,3.0,5.0,2.0,0.0,0.0,0.0,0
5,20,1.5,8.0,0.0,0.0,0.0,0.0,0
30,20,2.0,8.0,0.0,0.0,0.0,0.0,0
5,20,1.0,5.0,0.0,0.0,0.0,0.0,0
5,20,1.0,5.0,0.5,0.0,0.0,0.0,0
5,20,1.0,5.0,1.0,0.0,0.0,0.0,0
5,20,1.0,5.0,2.0,0.0,0.0,0.0,0
5,20,1.0,8.0,0.0,0.0,0.0,0.0,0
5,20,1.0,8.0,0.5,0.0,0.0,0.0,0
5,20,1.0,8.0,1.0,0.0,0.0,0.0,0
5,20,0.5,8.0,0.0,0.0,0.0,0.0,0
30,20,1.5,8.0,1.0,0.0,0.0,0.0,0
30,20,1.5,8.0,2.0,0.0,0.0,0.0,0
20,20,1.5,8.0,0.0,0.0,0.0,0.0,0
20,20,1.5,8.0,0.5,0.0,0.0,0.0,0
20,20,1.5,8.0,1.0,0.0,0.0,0.0,0
5,5,2.0,8.0,1.0,0.0,0.0,0.0,0
5,5,2.0,8.0,2.0,0.0,0.0,0.0,0
10,5,3.0,5.0,0.0,0.0,0.0,0.0,0
5,5,3.0,1.0,0.0,0.0,0.0,0.0,0
5,5,3.0,1.0,0.5,0.0,0.0,0.0,0
5,5,3.0,1.0,1.0,0.0,0.0,0.0,0
5,5,3.0,1.0,2.0,0.0,0.0,0.0,0
5,5,3.0,2.0,0.0,0.0,0.0,0.0,0
5,5,3.0,2.0,0.5,0.0,0.0,0.0,0
5,5,3.0,2.0,1.0,0.0,0.0,0.0,0
5,5,3.0,2.0,2.0,0.0,0.0,0.0,0
5,5,3.0,3.0,0.0,0.0,0.0,0.0,0
5,5,3.0,3.0,0.5,0.0,0.0,0.0,0
5,5,3.0,3.0,1.0,0.0,0.0,0.0,0
5,5,3.0,3.0,2.0,0.0,0.0,0.0,0
5,5,3.0,5.0,0.0,0.0,0.0,0.0,0
20,20,1.0,8.0,0.5,0.0,0.0,0.0,0
20,20,1.0,8.0,1.0,0.0,0.0,0.0,0
20,20,1.0,8.0,2.0,0.0,0.0,0.0,0
5,5,3.0,5.0,0.5,0.0,0.0,0.0,0
5,5,3.0,5.0,1.0,0.0,0.0,0.0,0
5,5,3.0,5.0,2.0,0.0,0.0,0.0,0
20,20,2.0,5.0,0.0,0.0,0.0,0.0,0
20,20,2.0,5.0,0.5,0.0,0.0,0.0,0
20,20,2.0,5.0,1.0,0.0,0.0,0.0,0
20,20,2.0,5.0,2.0,0.0,0.0,0.0,0
20,20,2.0,8.0,0.0,0.0,0.0,0.0,0
20,20,2.0,8.0,0.5,0.0,0.0,0.0,0
20,20,2.0,8.0,1.0,0.0,0.0,0.0,0
20,20,2.0,8.0,2.0,0.0,0.0,0.0,0
20,20,3.0,1.0,0.0,0.0,0.0,0.0,0
20,20,1.5,8.0,2.0,0.0,0.0,0.0,0
20,20,3.0,1.0,0.5,0.0,0.0,0.0,0
20,20,3.0,1.0,1.0,0.0,0.0,0.0,0
20,20,3.0,1.0,2.0,0.0,0.0,0.0,0
20,20,3.0,2.0,0.0,0.0,0.0,0.0,0
20,20,3.0,2.0,0.5,0.0,0.0,0.0,0
20,20,3.0,2.0,1.0,0.0,0.0,0.0,0
20,20,3.0,2.0,2.0,0.0,0.0,0.0,0
20,20,3.0,3.0,0.0,0.0,0.0,0.0,0
20,20,3.0,3.0,0.5,0.0,0.0,0.0,0
20,20,3.0,3.0,1.0,0.0,0.0,0.0,0
20,20,3.0,3.0,2.0,0.0,0.0,0.0,0
20,20,3.0,5.0,0.0,0.0,0.0,0.0,0
20,20,3.0,5.0,0.5,0.0,0.0,0.0,0
20,20,3.0,5.0,1.0,0.0,0.0,0.0,0
20,20,3.0,5.0,2.0,0.0,0.0,0.0,0
20,20,3.0,8.0,0.0,0.0,0.0,0.0,0
5,5,2.0,3.0,1.0,0.0,0.0,0.0,0
5,5,2.0,3.0,2.0,0.0,0.0,0.0,0
5,5,2.0,5.0,0.0,0.0,0.0,0.0,0
5,5,2.0,5.0,0.5,0.0,0.0,0.0,0
5,5,2.0,5.0,1.0,0.0,0.0,0.0,0
5,5,2.0,5.0,2.0,0.0,0.0,0.0,0
5,5,2.0,8.0,0.0,0.0,0.0,0.0,0
5,5,2.0,8.0,0.5,0.0,0.0,0.0,0
20,20,3.0,8.0,0.5,0.0,0.0,0.0,0
20,20,3.0,8.0,1.0,0.0,0.0,0.0,0
20,20,3.0,8.0,2.0,0.0,0.0,0.0,0
10,5,3.0,5.0,0.5,0.0,0.0,0.0,0
30,5,0.5,8.0,0.0,0.0,0.0,0.0,0
30,5,0.5,8.0,0.5,0.0,0.0,0.0,0
30,5,0.5,8.0,1.0,0.0,0.0,0.0,0
10,5,3.0,5.0,1.0,0.0,0.0,0.0,0
30,5,1.0,8.0,0.0,0.0,0.0,0.0,0
30,5,1.0,8.0,0.5,0.0,0.0,0.0,0
30,5,1.5,8.0,1.0,0.0,0.0,0.0,0
30,5,1.5,8.0,2.0,0.0,0.0,0.0,0
5,5,2.0,2.0,0.0,0.0,0.0,0.0,0
5,5,2.0,2.0,0.5,0.0,0.0,0.0,0
5,5,2.0,2.0,1.0,0.0,0.0,0.0,0
5,5,0.5,8.0,1.0,0.0,0.0,0.0,0
5,5,0.5,8.0,2.0,0.0,0.0,0.0,0
10,5,3.0,5.0,2.0,0.0,0.0,0.0,0
5,5,0.5,5.0,0.0,0.0,0.0,0.0,0
5,5,0.5,5.0,0.5,0.0,0.0,0.0,0
5,5,0.5,5.0,1.0,0.0,0.0,0.0,0
5,5,0.5,5.0,2.0,0.0,0.0,0.0,0
30,20,3.0,3.0,0.0,0.0,0.0,0.0,0
30,20,3.0,3.0,0.5,0.0,0.0,0.0,0
5,5,1.0,3.0,0.0,0.0,0.0,0.0,0
5,5,1.0,3.0,0.5,0.0,0.0,0.0,0
5,5,1.0,3.0,1.0,0.0,0.0,0.0,0
5,5,1.0,3.0,2.0,0.0,0.0,0.0,0
5,5,0.5,8.0,0.0,0.0,0.0,0.0,0
5,5,0.5,8.0,0.5,0.0,0.0,0.0,0
5,20,0.5,5.0,2.0,0.0,0.0,0.0,0
30,5,1.5,8.0,0.0,0.0,0.0,0.0,0
30,20,2.0,8.0,1.0,0.0,0.0,0.0,0
30,20,2.0,8.0,2.0,0.0,0.0,0.0,0
30,5,1.0,8.0,1.0,0.0,0.0,0.0,0
30,5,1.0,8.0,2.0,0.0,0.0,0.0,0
10,5,3.0,8.0,0.0,0.0,0.0,0.0,0
10,5,3.0,8.0,0.5,0.0,0.0,0.0,0
30,20,3.0,8.0,0.0,0.0,0.0,0.0,0
30,20,3.0,8.0,0.5,0.0,0.0,0.0,0
30,20,3.0,8.0,1.0,0.0,0.0,0.0,0
30,20,3.0,8.0,2.0,0.0,0.0,0.0,0
10,5,3.0,8.0,1.0,0.0,0.0,0.0,0
5,20,0.5,5.0,0.0,0.0,0.0,0.0,0
5,20,0.5,5.0,0.5,0.0,0.0,0.0,0
5,20,0.5,5.0,1.0,0.0,0.0,0.0,0
5,5,2.0,3.0,0.0,0.0,0.0,0.0,0
30,5,2.0,1.0,1.0,-4.0,-0.0034197347363817826,-190.0,1
30,20,2.0,5.0,1.0,-9.0,-0.010365317613151815,-163.0,1
20,5,2.0,3.0,1.0,-7.0,-0.012102207729782266,-178.0,0
30,20,3.0,1.0,0.0,-49.0,-0.013875662294673987,-315.0,-7
30,20,3.0,2.0,0.0,-49.0,-0.013875662294673987,-315.0,-7
30,5,2.0,2.0,1.0,-23.0,-0.020130857416199334,-209.0,1
10,10,3.0,1.0,0.5,-15.0,-0.022303889732350948,-150.0,-4
10,10,3.0,2.0,0.5,-15.0,-0.022303889732350948,-150.0,-4
20,5,1.5,1.0,1.0,-35.0,-0.02269685983005994,-229.0,2
5,5,2.0,1.0,0.0,-36.0,-0.027443792176092476,-270.0,-6
10,20,2.0,2.0,0.0,-36.0,-0.027443792176092476,-270.0,-6
10,20,2.0,1.0,0.0,-36.0,-0.027443792176092476,-270.0,-6
10,20,1.5,3.0,2.0,-6.0,-0.029843176261451918,-72.0,0
10,20,1.0,2.0,1.0,-36.0,-0.030745887032696876,-343.0,3
10,5,2.0,1.0,1.0,-23.0,-0.043927901574294825,-115.0,1
10,5,2.0,2.0,1.0,-23.0,-0.043927901574294825,-115.0,1
30,5,0.5,1.0,0.5,-151.0,-0.050933963008055694,-402.0,1
30,20,0.5,1.0,0.5,-144.0,-0.05141087802021744,-471.0,-3
10,10,1.0,2.0,1.0,-85.0,-0.05254511567321792,-510.0,2
5,5,1.0,2.0,1.0,-60.0,-0.0625982986377653,-307.0,1
30,10,1.5,5.0,2.0,-9.0,-0.0676118685518075,-120.0,0
30,5,1.0,3.0,1.0,-131.0,-0.06895505296399491,-378.0,2
20,20,1.0,3.0,1.0,-130.0,-0.0799541648779032,-382.0,2
30,20,1.0,3.0,1.0,-161.0,-0.08867910401211097,-398.0,2
5,10,1.0,1.0,1.0,-111.0,-0.11254810550991673,-365.0,1
30,10,1.0,3.0,1.0,-217.0,-0.11567456821813842,-450.0,2
30,10,0.5,1.0,0.5,-366.0,-0.12731447921057484,-583.0,-3
10,20,1.0,1.0,1.0,-235.0,-0.17815891962820635,-443.0,1
5,5,1.0,1.0,1.0,-188.0,-0.17936719999256956,-373.0,1
10,5,1.0,2.0,1.0,-315.0,-0.1806628195757855,-589.0,2
30,20,3.0,1.0,2.0,-155.0,-0.19997791015099334,-235.0,0
30,20,3.0,2.0,2.0,-155.0,-0.19997791015099334,-235.0,0
10,5,0.5,3.0,1.0,-277.0,-0.20889980899214,-425.0,1
10,10,1.0,1.0,1.0,-373.0,-0.23041972899261368,-682.0,1
30,5,1.5,2.0,1.0,-430.0,-0.23905854650369612,-597.0,2
10,20,0.5,3.0,1.0,-413.0,-0.26288672011206465,-563.0,0
10,10,0.5,3.0,1.0,-407.0,-0.26600625517148674,-623.0,1
20,20,1.0,2.0,1.0,-501.0,-0.2784210784571582,-706.0,-4
20,10,1.0,2.0,1.0,-556.0,-0.2839092396258932,-874.0,2
30,20,2.0,5.0,2.0,-125.0,-0.29755750213197707,-260.0,0
30,20,1.0,2.0,1.0,-674.0,-0.3281892700101817,-884.0,-4
5,5,0.5,2.0,1.0,-474.0,-0.3591309991871766,-618.0,1
5,10,0.5,2.0,1.0,-522.0,-0.37032711571538224,-625.0,1
20,20,1.0,1.0,1.0,-758.0,-0.4084184607498728,-955.0,-4
10,5,1.0,1.0,1.0,-758.0,-0.420560501774374,-926.0,0
30,5,1.5,1.0,1.0,-753.0,-0.42832784607427704,-920.0,2
20,5,0.5,3.0,1.0,-921.0,-0.45676543840502487,-1059.0,0
30,20,1.0,1.0,1.0,-944.0,-0.4584835696345776,-1128.0,2
10,20,2.0,2.0,2.0,-72.0,-0.4763323129425622,-124.0,0
10,20,2.0,1.0,2.0,-72.0,-0.4763323129425622,-124.0,0
30,5,0.5,3.0,1.0,-1018.0,-0.4793246146348995,-1124.0,0
20,10,0.5,3.0,1.0,-1044.0,-0.5332067945568749,-1159.0,1
10,10,3.0,1.0,2.0,-87.0,-0.539175382847588,-123.0,0
10,10,3.0,2.0,2.0,-87.0,-0.539175382847588,-123.0,0
20,10,1.0,1.0,1.0,-1062.0,-0.5489306864508704,-1264.0,2
30,10,1.0,2.0,1.0,-1179.0,-0.5634115607509628,-1306.0,2
20,20,0.5,3.0,1.0,-1135.0,-0.579615947760898,-1239.0,1
20,5,1.5,5.0,2.0,-387.0,-0.5810139476569921,-411.0,0
30,10,0.5,3.0,1.0,-1262.0,-0.5878624537560091,-1346.0,1
30,10,2.0,5.0,2.0,-390.0,-0.6056306374709536,-508.0,0
20,5,1.0,2.0,1.0,-1195.0,-0.619144689559228,-1349.0,4
30,20,0.5,3.0,1.0,-1327.0,-0.6217094764004001,-1411.0,1
30,5,2.0,5.0,2.0,-265.0,-0.6506910528570898,-347.5,0
20,5,1.0,5.0,2.0,-343.0,-0.6748967171837104,-389.0,0
30,10,1.0,1.0,1.0,-1674.0,-0.7839465146015865,-1801.0,2
20,10,1.5,5.0,2.0,-389.0,-0.7873615490947617,-422.0,0
5,20,1.5,1.0,2.0,-255.0,-0.8342433379490131,-350.0,0
30,5,1.0,2.0,1.0,-1728.0,-0.8400519382335011,-1812.0,1
20,10,3.0,3.0,2.0,-345.0,-0.8925311901318548,-345.0,0
20,10,3.0,1.0,2.0,-345.0,-0.8925311901318548,-345.0,0
20,10,3.0,2.0,2.0,-345.0,-0.8925311901318548,-345.0,0
5,20,0.5,2.0,1.0,-1329.0,-0.9442935227721837,-1364.0,1
20,20,2.0,3.0,2.0,-615.0,-0.9843889283135163,-655.0,0
5,10,2.0,2.0,2.0,-478.0,-0.9883580100823304,-549.0,-1
20,5,1.0,1.0,1.0,-1951.0,-1.018553511944594,-2055.0,4
10,10,2.0,3.0,2.0,-324.0,-1.0218989851256879,-364.0,0
30,20,2.0,3.0,2.0,-700.0,-1.0457524794607638,-824.0,0
20,10,1.0,5.0,2.0,-241.0,-1.0485938445419083,-245.0,0
30,5,1.5,5.0,2.0,-472.0,-1.0787097126155332,-568.0,0
20,20,1.0,5.0,2.0,-258.0,-1.1199275290446713,-262.0,0
20,10,0.5,5.0,2.0,-280.0,-1.2009881835198193,-284.0,0
20,20,0.5,5.0,2.0,-280.0,-1.2009881835198193,-284.0,0
20,5,0.5,5.0,2.0,-280.0,-1.2009881835198193,-284.0,0
20,20,2.0,1.0,2.0,-835.0,-1.2258971667533751,-875.0,0
20,20,2.0,2.0,2.0,-835.0,-1.2258971667533751,-875.0,0
30,10,3.0,3.0,2.0,-473.0,-1.2626739739323314,-473.0,0
30,5,1.0,1.0,1.0,-2779.0,-1.358057181195587,-2875.0,4
10,5,0.5,2.0,1.0,-2686.0,-1.404623745531443,-2818.0,2
10,10,0.5,2.0,1.0,-2841.0,-1.4639236362352468,-2952.0,-1
10,5,1.5,3.0,2.0,-538.0,-1.4898026434184175,-586.0,0
30,10,1.0,5.0,2.0,-800.0,-1.534807195896565,-874.0,0
30,10,3.0,1.0,2.0,-653.0,-1.5639685145515518,-660.0,0
30,10,3.0,2.0,2.0,-653.0,-1.5639685145515518,-660.0,0
20,20,1.5,5.0,2.0,-476.0,-1.5677547483847407,-521.0,0
30,20,1.5,5.0,2.0,-957.0,-1.666300726650461,-1065.0,0
20,5,0.5,2.0,1.0,-3436.0,-1.6713746808695449,-3518.0,0
30,20,2.0,2.0,2.0,-1399.0,-1.6744848106451256,-1487.0,0
30,10,0.5,5.0,2.0,-980.0,-1.7825210591429355,-1054.0,0
30,5,0.5,5.0,2.0,-980.0,-1.7825210591429355,-1054.0,0
30,20,0.5,5.0,2.0,-980.0,-1.7825210591429355,-1054.0,0
5,5,0.5,1.0,1.0,-2941.0,-1.8101451676173026,-3099.0,1
30,20,2.0,1.0,2.0,-1549.0,-1.811992113924863,-1646.0,1
10,20,0.5,2.0,1.0,-3563.0,-1.8271322009227233,-3666.0,-2
20,10,0.5,2.0,1.0,-3916.0,-1.8823792171013574,-3995.0,1
30,5,1.0,5.0,2.0,-1280.0,-1.9148081041236933,-1362.0,0
30,20,1.0,5.0,2.0,-1233.0,-1.934245983492151,-1307.0,0
30,5,0.5,2.0,1.0,-4157.0,-1.9532775361071217,-4225.0,0
20,5,2.0,3.0,2.0,-903.0,-2.0235052469218178,-923.0,0
10,5,2.0,2.0,2.0,-833.0,-2.039790457687056,-851.0,1
5,10,0.5,1.0,1.0,-3269.0,-2.098953186437932,-3329.0,2
30,10,0.5,2.0,1.0,-4595.0,-2.106333367850127,-4650.0,1
10,10,1.5,3.0,2.0,-1200.0,-2.1155386153323277,-1245.0,1
10,20,1.5,1.0,2.0,-1545.0,-2.1259545812548613,-1553.0,0
10,20,1.5,2.0,2.0,-1545.0,-2.1282123757919513,-1553.0,0
5,20,0.5,1.0,1.0,-3555.0,-2.2077391025158946,-3590.0,1
5,10,2.0,1.0,2.0,-1353.0,-2.2888389249541246,-1424.0,-1
30,20,0.5,2.0,1.0,-5069.0,-2.29549098820701,-5124.0,1
20,20,0.5,2.0,1.0,-4883.0,-2.3218887293389185,-4946.0,1
30,10,2.0,3.0,2.0,-2229.0,-2.3264202259329814,-2374.0,1
5,20,1.0,3.0,2.0,-360.0,-2.476952694256272,-376.0,0
10,5,0.5,1.0,1.0,-5356.0,-2.6245597435636654,-5475.0,2
10,10,0.5,1.0,1.0,-5301.0,-2.6273400091561427,-5407.0,1
10,20,0.5,1.0,1.0,-5249.0,-2.650686908730192,-5339.0,0
20,10,2.0,3.0,2.0,-2057.0,-2.7769079727812764,-2078.0,3
10,10,2.0,2.0,2.0,-2496.0,-2.8568492691774954,-2520.0,3
5,10,1.5,2.0,2.0,-1869.0,-2.8836307674067867,-1894.0,1
20,10,2.0,2.0,2.0,-2319.0,-2.939247931200976,-2340.0,3
20,20,1.5,3.0,2.0,-2838.0,-2.941449107628834,-2855.0,0
10,5,2.0,1.0,2.0,-1500.0,-2.9841810205669828,-1518.0,1
10,10,2.0,1.0,2.0,-2681.0,-3.0367895121548742,-2705.0,3
10,10,1.5,2.0,2.0,-1824.0,-3.0784904522883325,-1869.0,1
20,10,2.0,1.0,2.0,-2499.0,-3.1270343134826084,-2520.0,3
5,5,1.5,2.0,2.0,-1642.0,-3.127842473651334,-1726.0,0
20,10,1.5,3.0,2.0,-3353.0,-3.2638794988778446,-3404.0,1
5,10,1.5,1.0,2.0,-2410.0,-3.2645611786075017,-2435.0,1
20,10,0.5,1.0,1.0,-7373.0,-3.3138558345529354,-7437.0,1
30,5,2.0,3.0,2.0,-3202.0,-3.383959025191955,-3298.0,1
5,5,2.0,1.0,2.0,-1646.0,-3.401238918435234,-1678.0,1
30,20,0.5,1.0,1.0,-7640.0,-3.442598465398507,-7695.0,1
30,10,0.5,1.0,1.0,-8000.0,-3.5160792918912396,-8056.0,1
10,10,1.0,3.0,2.0,-2138.0,-3.5561265059447273,-2156.0,2
20,5,0.5,1.0,1.0,-7724.0,-3.6124448838955585,-7801.0,-1
20,20,0.5,1.0,1.0,-7914.0,-3.633209334966795,-7977.0,1
10,10,1.5,1.0,2.0,-2527.0,-3.858603803569325,-2572.0,1
30,5,0.5,1.0,1.0,-8614.0,-3.940833711731973,-8665.0,-1
20,20,1.5,2.0,2.0,-4804.0,-4.265005141427777,-4827.0,0
30,20,1.5,3.0,2.0,-4646.0,-4.285715329236742,-4736.0,2
5,5,0.5,3.0,2.0,-2564.0,-4.293675963247428,-2581.5,0
5,10,1.0,2.0,2.0,-2777.0,-4.388020940245716,-2795.0,2
20,20,1.5,1.0,2.0,-4977.0,-4.397937554126461,-4994.0,0
30,5,2.0,2.0,2.0,-4678.0,-4.475091221676843,-4774.0,1
30,10,2.0,2.0,2.0,-4140.0,-4.5167509890525945,-4285.0,1
5,20,1.0,2.0,2.0,-2879.0,-4.629283278097491,-2879.0,0
5,5,1.5,1.0,2.0,-2923.0,-4.671969406258724,-3007.0,0
20,5,1.5,3.0,2.0,-5148.0,-4.8177964757475875,-5178.0,1
30,5,2.0,1.0,2.0,-5308.0,-4.9126255819734865,-5404.0,1
20,5,2.0,2.0,2.0,-3683.0,-5.075054875032435,-3703.0,0
30,10,2.0,1.0,2.0,-4950.0,-5.160792828573675,-5095.0,1
30,10,1.5,3.0,2.0,-6464.0,-5.330750719754125,-6503.0,1
30,20,1.5,2.0,2.0,-6377.0,-5.515424036099693,-6467.0,2
5,20,1.0,1.0,2.0,-3592.0,-5.700116120925107,-3592.0,0
20,5,2.0,1.0,2.0,-4503.0,-5.764196454997979,-4523.0,0
30,20,1.5,1.0,2.0,-7193.0,-5.9466840615720455,-7283.0,2
10,20,1.0,3.0,2.0,-5732.0,-6.041725326215636,-5753.0,3
30,5,1.5,3.0,2.0,-9176.0,-6.401327943660612,-9274.0,1
5,5,1.0,2.0,2.0,-4617.0,-6.5028464421873755,-4639.0,0
20,10,1.5,2.0,2.0,-8407.0,-6.572343679151224,-8458.0,1
20,5,1.5,2.0,2.0,-8162.0,-6.9701597688371795,-8180.0,2
10,5,1.5,2.0,2.0,-7801.0,-7.27258756208873,-7821.0,0
20,10,1.0,3.0,2.0,-9548.0,-7.574426686007736,-9562.0,1
5,20,0.5,3.0,2.0,-6262.0,-7.612236799419174,-6262.0,0
5,5,1.0,1.0,2.0,-6382.0,-7.678206686025389,-6404.0,0
20,20,1.0,3.0,2.0,-10277.0,-8.095694706437119,-10291.0,1
10,5,1.0,3.0,2.0,-9307.0,-8.148005122540393,-9335.0,1
20,5,1.0,3.0,2.0,-11624.0,-8.203388398096806,-11638.0,1
30,20,1.0,3.0,2.0,-11342.0,-8.224754464223025,-11356.0,1
5,10,0.5,3.0,2.0,-6980.0,-8.26425104862347,-6980.0,0
30,10,1.0,3.0,2.0,-11519.0,-8.46363895833817,-11533.0,1
10,10,1.0,2.0,2.0,-10083.0,-8.509759246448466,-10083.0,0
10,5,1.5,1.0,2.0,-9799.0,-9.193880599270088,-9819.0,0
20,10,1.5,1.0,2.0,-13571.0,-9.540445301907454,-13622.0,1
20,5,1.5,1.0,2.0,-12132.0,-9.625158256216508,-12150.0,2
30,10,1.5,2.0,2.0,-14578.0,-9.687650545875615,-14617.0,1
5,10,1.0,1.0,2.0,-10970.0,-9.776568148407879,-10991.0,1
30,5,1.0,3.0,2.0,-16195.0,-10.153208701477393,-16209.0,1
30,5,1.5,2.0,2.0,-16970.0,-10.623716059113057,-17063.0,3
10,20,1.0,2.0,2.0,-14349.0,-10.849223491960748,-14358.0,1
10,5,0.5,3.0,2.0,-13945.0,-10.965977989239784,-13963.0,0
30,10,1.5,1.0,2.0,-19133.0,-11.567082106099129,-19172.0,1
30,20,1.0,2.0,2.0,-19429.0,-12.012242478899962,-19429.0,0
10,10,0.5,3.0,2.0,-16444.0,-12.169940512306257,-16444.0,0
10,20,1.0,1.0,2.0,-18003.0,-12.24172221454785,-18012.0,1
20,5,0.5,3.0,2.0,-20636.0,-12.3727995382918,-20650.0,2
10,20,0.5,3.0,2.0,-18004.0,-12.701438149397763,-18004.0,0
30,5,0.5,3.0,2.0,-22972.0,-12.911724030372676,-22986.0,2
20,20,1.0,2.0,2.0,-21545.0,-13.087841180965281,-21545.0,0
20,20,0.5,3.0,2.0,-23299.0,-13.341570907178093,-23313.0,2
20,10,0.5,3.0,2.0,-23784.0,-13.503124016702058,-23798.0,2
30,20,0.5,3.0,2.0,-25621.0,-13.821611676389365,-25635.0,2
20,20,1.0,1.0,2.0,-24758.0,-13.949993636993588,-24758.0,0
30,20,1.0,1.0,2.0,-25591.0,-14.05900852913461,-25591.0,0
10,5,1.0,2.0,2.0,-23332.0,-14.080873345811623,-23341.0,1
30,10,0.5,3.0,2.0,-25899.0,-14.1026751386822,-25913.0,2
30,5,1.5,1.0,2.0,-27089.0,-14.911584118383223,-27182.0,3
30,10,1.0,2.0,2.0,-30204.0,-15.607777566972619,-30213.0,1
30,5,1.0,2.0,2.0,-30811.0,-15.964321518802938,-30820.0,1
10,10,1.0,1.0,2.0,-30704.0,-16.66460642244351,-30704.0,0
20,10,1.0,2.0,2.0,-34621.0,-17.285441568054047,-34630.0,1
20,5,1.0,2.0,2.0,-35850.0,-17.601563154803436,-35859.0,1
30,10,1.0,1.0,2.0,-46444.0,-20.45457536560772,-46453.0,1
5,5,0.5,2.0,2.0,-40595.0,-20.59403204859557,-40629.5,3
10,5,0.5,2.0,2.0,-48287.0,-21.51888148704375,-48296.0,1
20,10,1.0,1.0,2.0,-51249.0,-21.727586588450414,-51258.0,1
5,10,0.5,2.0,2.0,-47785.0,-22.508315659332936,-47785.0,0
5,20,0.5,2.0,2.0,-47334.0,-22.51815897763673,-47334.0,0
10,5,1.0,1.0,2.0,-51843.0,-22.543687391045793,-51852.0,1
20,5,1.0,1.0,2.0,-55551.0,-23.117432807795502,-55560.0,1
10,10,0.5,2.0,2.0,-59697.0,-24.864994876126218,-59704.0,1
30,5,1.0,1.0,2.0,-69346.0,-25.998757551473272,-69355.0,1
30,5,0.5,2.0,2.0,-75796.0,-27.366996222087582,-75810.0,2
5,20,0.5,1.0,2.0,-71633.0,-27.422820600609302,-71647.0,2
20,5,0.5,2.0,2.0,-77671.0,-28.392454072193257,-77685.0,2
20,20,0.5,2.0,2.0,-78317.0,-28.485503546598828,-78338.0,3
30,10,0.5,2.0,2.0,-81049.0,-28.735330685882076,-81063.0,2
10,20,0.5,2.0,2.0,-77122.0,-28.92101500022936,-77136.0,2
20,10,0.5,2.0,2.0,-81418.0,-29.37537959620053,-81432.0,2
30,20,0.5,2.0,2.0,-94897.0,-31.76791756910743,-94918.0,3
5,10,0.5,1.0,2.0,-92964.0,-32.02417445091372,-92981.0,1
5,5,0.5,1.0,2.0,-107990.0,-34.33458006888873,-107999.0,1
30,20,0.5,1.0,2.0,-117014.0,-34.9381986187338,-117035.0,3
20,10,0.5,1.0,2.0,-124992.0,-36.00320932184155,-124992.0,0
20,20,0.5,1.0,2.0,-123017.0,-36.038331373325086,-123038.0,3
10,20,0.5,1.0,2.0,-120826.0,-36.0734708206227,-120840.0,2
10,10,0.5,1.0,2.0,-130292.0,-37.45787160614989,-130301.0,1
10,5,0.5,1.0,2.0,-131780.0,-37.541158847940125,-131789.0,1
20,5,0.5,1.0,2.0,-135970.0,-37.94443983642778,-135970.0,0
30,10,0.5,1.0,2.0,-138251.0,-38.146993111426845,-138251.0,0
30,5,0.5,1.0,2.0,-145137.0,-39.206780453699366,-145137.0,0
