feature,importance,target,horizon,model,product,vol_gate_q
ret_1_lag50,437659.5048828125,fwd_ret,100,lgbm,PEBBLES_L,5
obi_l3_lag50,183400.400390625,fwd_ret,100,lgbm,PEBBLES_L,5
obi_l1_lag1,133481.998046875,fwd_ret,100,lgbm,PEBBLES_L,5
fam_mean_ret_10_lag20,115660.498046875,fwd_ret,100,lgbm,PEBBLES_L,5
fam_mean_ret_10_lag5,80382.80078125,fwd_ret,100,lgbm,PEBBLES_L,5
microprice_dev_lag20,0.0,fwd_ret,100,lgbm,PEBBLES_L,5
microprice_dev_lag50,0.0,fwd_ret,100,lgbm,PEBBLES_L,5
obi_l3_lag1,0.0,fwd_ret,100,lgbm,PEBBLES_L,5
obi_l3_lag5,0.0,fwd_ret,100,lgbm,PEBBLES_L,5
obi_l1_lag5,0.0,fwd_ret,100,lgbm,PEBBLES_L,5
obi_l1_lag20,0.0,fwd_ret,100,lgbm,PEBBLES_L,5
microprice_dev_lag1,0.0,fwd_ret,100,lgbm,PEBBLES_L,5
microprice_dev_lag5,0.0,fwd_ret,100,lgbm,PEBBLES_L,5
obi_l3_lag20,0.0,fwd_ret,100,lgbm,PEBBLES_L,5
obi_l1_lag50,0.0,fwd_ret,100,lgbm,PEBBLES_L,5
fam_mean_obi_l1_lag20,0.0,fwd_ret,100,lgbm,PEBBLES_L,5
fam_mean_obi_l1_lag5,0.0,fwd_ret,100,lgbm,PEBBLES_L,5
obi_l1_lag1,102.09187104139501,fwd_ret,50,ridge,PEBBLES_M,5
fam_mean_obi_l1_lag5,90.21556853067494,fwd_ret,50,ridge,PEBBLES_M,5
obi_l3_lag5,62.93057796706718,fwd_ret,50,ridge,PEBBLES_M,5
fam_mean_obi_l1_lag20,58.38364329395884,fwd_ret,50,ridge,PEBBLES_M,5
microprice_dev_lag1,31.00752129955544,fwd_ret,50,ridge,PEBBLES_M,5
obi_l1_lag5,29.593278603728038,fwd_ret,50,ridge,PEBBLES_M,5
obi_l3_lag1,26.196522489290018,fwd_ret,50,ridge,PEBBLES_M,5
microprice_dev_lag5,25.76217987238362,fwd_ret,50,ridge,PEBBLES_M,5
obi_l3_lag20,22.34309304890572,fwd_ret,50,ridge,PEBBLES_M,5
obi_l1_lag20,17.72697588583396,fwd_ret,50,ridge,PEBBLES_M,5
obi_l1_lag50,17.01494735858866,fwd_ret,50,ridge,PEBBLES_M,5
microprice_dev_lag20,12.53704162943257,fwd_ret,50,ridge,PEBBLES_M,5
fam_mean_microprice_dev_lag20,11.700436677182505,fwd_ret,50,ridge,PEBBLES_M,5
microprice_dev_lag50,8.129223557310127,fwd_ret,50,ridge,PEBBLES_M,5
fam_mean_microprice_dev_lag5,7.639620430027531,fwd_ret,50,ridge,PEBBLES_M,5
obi_l3_lag50,6.1902452938884345,fwd_ret,50,ridge,PEBBLES_M,5
std_500_lag1,3.469034135933711,fwd_ret,50,ridge,PEBBLES_M,5
signed_flow_20_lag20,3.1523083916232,fwd_ret,50,ridge,PEBBLES_M,5
std_500_lag5,2.310491253922275,fwd_ret,50,ridge,PEBBLES_M,5
signed_flow_20_lag1,1.7853521134254273,fwd_ret,50,ridge,PEBBLES_M,5
std_500_lag20,1.7048993817541351,fwd_ret,50,ridge,PEBBLES_M,5
std_500_lag50,0.6558792053220408,fwd_ret,50,ridge,PEBBLES_M,5
fam_mean_ret_10_lag20,0.617333544581541,fwd_ret,50,ridge,PEBBLES_M,5
